,latitude,longitude,qtd
257,-16.73878192358787,-49.19742852471037,4.0
258,-16.702924957381263,-49.21149017310757,14.0
259,-16.611576319094254,-49.255357969188864,3.0
260,-16.67343182280135,-49.23245016067083,4.0
261,-16.67434717680261,-49.2377478889608,9.0
262,-16.55633429631233,-49.22890581828055,5.0
263,-16.670982222941962,-49.32222136388609,3.0
264,-16.664189666323438,-49.260917326752285,13.0
265,-16.591229758794842,-49.30070856353024,5.0
266,-16.68031818338734,-49.25321461972942,4.0
267,-16.59688507226633,-49.320483467174775,7.0
268,-16.6456996155909,-49.283638876147165,15.0
269,-16.56470053857343,-49.18722349554136,2.0
270,-16.707044563503285,-49.11749033375593,10.0
271,-16.65650163807795,-49.25348940333916,2.0
272,-16.67666246475866,-49.21480755162029,2.0
273,-16.527725928463582,-49.21717010087231,6.0
274,-16.522921513909125,-49.286601946254656,5.0
275,-16.84185695667604,-49.17019431241193,4.0
276,-16.596021429539437,-49.28678895679602,3.0
277,-16.61227794475903,-49.274664199455565,4.0
278,-16.658013085182965,-49.327000916561445,3.0
279,-16.636771547586207,-49.29552463353369,3.0
280,-16.79149906734667,-49.32604104853761,4.0
281,-16.710937583559332,-49.271577332448565,13.0
282,-16.572658355964,-49.25445549833752,7.0
283,-16.727688567743467,-49.27906196654844,11.0
284,-16.705635775106447,-49.23666388117592,11.0
285,-16.621706795208997,-49.21802561070874,4.0
286,-16.61409045908339,-49.230864672434535,5.0
287,-16.677551771799898,-49.30668168425302,11.0
288,-16.596262994216715,-49.2393219525479,7.0
289,-16.5458702298819,-49.1585483741087,5.0
290,-16.674481092766843,-49.22005390739317,9.0
291,-16.687327763678994,-49.24422387767808,1.0
292,-16.63092164281707,-49.26558401934624,9.0
293,-16.644927912136886,-49.323445046313296,11.0
294,-16.6917953810496,-49.22028535538142,8.0
295,-16.603059464493164,-49.19438607467542,5.0
296,-16.678312668507882,-49.27895515614735,1.0
297,-16.58771457873977,-49.21215393586911,6.0
298,-16.554995489795346,-49.26941090497936,8.0
299,-16.691225889577037,-49.208922085331125,15.0
300,-16.748185230147186,-49.219846826034136,11.0
301,-16.633698454542575,-49.24472786201184,6.0
302,-16.661395234239848,-49.27025249085981,1.0
303,-16.673928925379467,-49.25879529144801,2.0
304,-16.63335710432541,-49.29458653211393,12.0
305,-16.638700690244583,-49.199279169071445,11.0
306,-16.706544037978304,-49.23670881149522,11.0
307,-16.70819368851824,-49.27789460767787,15.0
308,-16.6036866949536,-49.31216988496126,5.0
309,-16.641799208781055,-49.35141817582906,11.0
310,-16.636532397270248,-49.23646165003145,2.0
311,-16.624848445367412,-49.18134908223724,13.0
312,-16.703714826327005,-49.38098743120491,2.0
313,-16.691733997684906,-49.300380134482985,3.0
314,-16.711053505407726,-49.21236496544664,13.0
315,-16.682556738843697,-49.23646587182023,6.0
316,-16.643756224277638,-49.25558602315152,8.0
317,-16.680033792716248,-49.19221878448226,7.0
318,-16.608902189119334,-49.19657025885961,1.0
319,-16.75330611903748,-49.293933269295245,15.0
320,-16.58879311814164,-49.28203432971593,4.0
321,-16.655905176061957,-49.231331598526445,9.0
322,-16.64379023643729,-49.268599644847576,8.0
323,-16.67412745650567,-49.264397689393,6.0
324,-16.554643222996006,-49.19735430741182,10.0
325,-16.69580024573229,-49.15968408765571,2.0
326,-16.693033367079053,-49.18063722545608,4.0
327,-16.68342024046281,-49.29317738491456,5.0
328,-16.64180484568068,-49.23327032352964,6.0
329,-16.595934324722887,-49.16337412476936,12.0
330,-16.63022903433567,-49.17082083854829,3.0
331,-16.63453739310657,-49.19180560476614,1.0
332,-16.618477584904035,-49.24690448503347,9.0
333,-16.57371362998507,-49.2042801858278,5.0
334,-16.73195722774313,-49.23822576463537,15.0
335,-16.673514252740976,-49.23867879575633,11.0
336,-16.73789087616891,-49.290065944011445,13.0
337,-16.546001827208535,-49.21272144745974,12.0
338,-16.672165402211874,-49.2851124689971,8.0
339,-16.666931810012546,-49.22225215513572,6.0
340,-16.642258152451394,-49.2420990580605,14.0
341,-16.63119691093756,-49.22581558399864,2.0
342,-16.620493556170597,-49.186480823019856,2.0
343,-16.60028385252307,-49.2187765838026,1.0
344,-16.655614861209635,-49.23652180566988,11.0
345,-16.6094702949674,-49.24647446084165,5.0
346,-16.678042434435557,-49.24932868067172,3.0
347,-16.65860113328972,-49.25474177424432,6.0
348,-16.656478256811187,-49.2088024857799,2.0
349,-16.612555259792305,-49.24761330060159,5.0
350,-16.63313040655913,-49.30986480408657,13.0
351,-16.687948400085993,-49.29317468521332,15.0
352,-16.642110974966094,-49.33823706162979,4.0
353,-16.610304305004856,-49.16918315411716,9.0
354,-16.63395911760757,-49.1729675172647,12.0
355,-16.663642485214588,-49.29067531068379,15.0
356,-16.672086939281296,-49.23815603835418,5.0
357,-16.650080117555067,-49.287659182380246,1.0
358,-16.616820077880732,-49.2206097405009,9.0
359,-16.651889553719133,-49.29843886181498,5.0
360,-16.68700852116262,-49.30376820690566,4.0
361,-16.67668336462568,-49.27022724452305,2.0
362,-16.627119011430278,-49.28353033227711,3.0
363,-16.58846299277938,-49.23117122978957,4.0
364,-16.69047393842866,-49.270514777076784,14.0
365,-16.623678148747402,-49.23441743803234,1.0
366,-16.65866676204119,-49.2827586399776,6.0
367,-16.664092492201913,-49.20811454207573,9.0
368,-16.672021221120666,-49.27429844955241,8.0
369,-16.693135724174777,-49.26630127260119,13.0
370,-16.734581697769144,-49.18027990544917,5.0
371,-16.661815206316025,-49.28725493539866,10.0
372,-16.676542073338975,-49.25505823714775,9.0
373,-16.663681277038428,-49.22015707589836,15.0
374,-16.612938406554797,-49.27146574701699,13.0
375,-16.671906494860135,-49.24919744004655,5.0
376,-16.66348733194336,-49.1774735301338,4.0
377,-16.678888369499894,-49.25440530136596,7.0
378,-16.679301011906766,-49.284865848778935,4.0
379,-16.631296117316857,-49.24962433797885,2.0
380,-16.695750854591996,-49.28187719686512,6.0
381,-16.641629951345717,-49.24329902042992,10.0
382,-16.583735312423208,-49.24331822407622,1.0
383,-16.706410735980693,-49.33120889073362,3.0
384,-16.611060082534774,-49.24849496249603,10.0
385,-16.642917502807265,-49.26123529276189,6.0
386,-16.615279347764194,-49.2343367628876,11.0
387,-16.638866166064183,-49.33455342849771,11.0
388,-16.650742349548878,-49.16105994630218,13.0
389,-16.666731239005564,-49.2651640795703,12.0
390,-16.611221460739852,-49.28390890739483,14.0
391,-16.61856328416566,-49.23193153409543,6.0
392,-16.612950717050712,-49.23428957856722,15.0
393,-16.637679913726856,-49.2474315323989,7.0
394,-16.624279398828175,-49.16191100764095,13.0
395,-16.620384422253842,-49.18638241393672,9.0
396,-16.72080441649109,-49.24707406703679,2.0
397,-16.687951264464246,-49.16273330644833,11.0
398,-16.727231688608043,-49.22844257915992,8.0
399,-16.688147864544533,-49.23264527820646,14.0
400,-16.593784258524117,-49.282740963143546,14.0
401,-16.623604130218446,-49.27059971763944,14.0
402,-16.693202185991105,-49.28009477386907,14.0
403,-16.61183269590976,-49.2201071300171,13.0
404,-16.617123348229676,-49.29884234095696,11.0
405,-16.71273435673308,-49.17551121763426,9.0
406,-16.707628492609274,-49.23646995796101,8.0
407,-16.695883231378506,-49.32548968205806,3.0
408,-16.645884485729656,-49.24396286070844,12.0
409,-16.540599459612185,-49.32347672757888,3.0
410,-16.647188397868234,-49.16761334956178,6.0
411,-16.671094179247017,-49.31160592483247,15.0
412,-16.604861623365796,-49.194458083239006,12.0
413,-16.570711032238115,-49.1897022857636,14.0
414,-16.654981877891327,-49.35630045064955,11.0
415,-16.656767118524918,-49.236328525860856,10.0
416,-16.650969612993276,-49.31498862368163,2.0
417,-16.68598525969679,-49.282385153267946,4.0
418,-16.636209645168083,-49.20702130226744,13.0
419,-16.629178180228422,-49.30113123848162,6.0
420,-16.596107983769173,-49.28607485168127,14.0
421,-16.666802937155705,-49.26418902138249,10.0
422,-16.635589583132187,-49.25682012102031,11.0
423,-16.65911789506938,-49.17587767588619,9.0
424,-16.69052182164441,-49.20791644898545,6.0
425,-16.636963907468267,-49.27184527183151,10.0
426,-16.603754781879488,-49.23187407406757,1.0
427,-16.662454188768127,-49.25284334870388,14.0
428,-16.700145924485735,-49.245309820943056,1.0
429,-16.60609308237143,-49.307649044299446,1.0
430,-16.61875766942322,-49.15784100465027,10.0
431,-16.6361502612264,-49.28018372153023,1.0
432,-16.538031410309504,-49.30265381796465,4.0
433,-16.695521124308726,-49.20996575476867,5.0
434,-16.61668395099916,-49.28388374496777,14.0
435,-16.709428883978127,-49.20834282108724,5.0
436,-16.60249106613311,-49.1649143726736,11.0
437,-16.672464992155618,-49.1319362353152,10.0
438,-16.66128456007885,-49.22427776356351,10.0
439,-16.642958763223998,-49.31803226917731,8.0
440,-16.680151463467688,-49.26517514785523,4.0
441,-16.693320375399875,-49.22076500888005,9.0
442,-16.62171890387285,-49.22911290561689,3.0
443,-16.625418616014752,-49.18587332127039,10.0
444,-16.658719171530354,-49.31314381564607,9.0
445,-16.67790821549367,-49.261671983805286,7.0
446,-16.656242826366668,-49.29130611509054,10.0
447,-16.72526202009263,-49.29124384487437,13.0
448,-16.632049188218318,-49.29666847425091,2.0
449,-16.6458532458808,-49.11300433457297,9.0
450,-16.609054680431896,-49.30274815507126,8.0
451,-16.677088565811992,-49.32578733615303,6.0
452,-16.676460757631872,-49.25376175805369,6.0
453,-16.70965986372947,-49.24624144273696,7.0
454,-16.719564252638087,-49.24564096421896,5.0
455,-16.587071276230738,-49.3019208205842,12.0
456,-16.67157958413394,-49.15162737700871,13.0
457,-16.60241805564063,-49.29134953811129,12.0
458,-16.668022352584064,-49.302295236247936,2.0
459,-16.63801147837645,-49.27056068694192,4.0
460,-16.642688161205022,-49.31146401904577,1.0
461,-16.710178189675858,-49.20979479438248,5.0
462,-16.587605420767378,-49.23419012199747,6.0
463,-16.679649148855148,-49.32204607236952,12.0
464,-16.627432451038683,-49.29867037604962,13.0
465,-16.67546913145859,-49.15766674164648,2.0
466,-16.767826482597894,-49.25963099641486,15.0
467,-16.614232937610726,-49.23339219089767,11.0
468,-16.61651070559826,-49.33326474204415,10.0
469,-16.628766885952285,-49.17148924249195,2.0
470,-16.691019228255904,-49.24525049538848,12.0
471,-16.737740177852437,-49.18357966678439,10.0
472,-16.707616306870264,-49.23715861219347,7.0
473,-16.66251067511662,-49.20800742632004,3.0
474,-16.82016553996416,-49.29325194639117,4.0
475,-16.635237803285513,-49.26327233073723,15.0
476,-16.659656979427005,-49.24686872963678,9.0
477,-16.62218635377141,-49.19250701151476,1.0
478,-16.633000562026858,-49.14285825338892,5.0
479,-16.678340208102068,-49.28753872269169,8.0
480,-16.59385705143594,-49.1779676805445,14.0
481,-16.659181903926445,-49.21849478840795,13.0
482,-16.64102478477087,-49.28768660610087,12.0
483,-16.566758118829465,-49.1568374011394,10.0
484,-16.546847937190478,-49.23838762052632,1.0
485,-16.711801174811768,-49.21381581171895,8.0
486,-16.644876926346793,-49.291129180940935,8.0
487,-16.763529658793278,-49.27668746648144,11.0
488,-16.654243286140428,-49.34692017428214,6.0
489,-16.618067010958537,-49.25095168675443,15.0
490,-16.74324161167785,-49.26710821141576,15.0
491,-16.65438944795074,-49.26652366577635,9.0
492,-16.65078160276126,-49.25099942437663,14.0
493,-16.64970749279314,-49.372475287262766,6.0
494,-16.755765372254345,-49.2100715670141,1.0
495,-16.603879323111588,-49.25281634764867,1.0
496,-16.680592453800394,-49.282375915294615,14.0
497,-16.59859506944437,-49.24678515615837,9.0
498,-16.664980557740904,-49.26451581777045,10.0
499,-16.673173923654407,-49.2595126971697,10.0
500,-16.76806505215518,-49.36204320819863,5.0
501,-16.708160156956506,-49.28203868839167,15.0
502,-16.692011805204412,-49.23585245134055,13.0
503,-16.545122614870284,-49.21530568408432,8.0
504,-16.603894782918776,-49.27069981592334,15.0
505,-16.725149309353974,-49.24648030331953,8.0
506,-16.588596999644462,-49.20075533164621,7.0
507,-16.632031906396108,-49.19744522561712,1.0
508,-16.7068884428686,-49.194968200873,12.0
509,-16.637068387681087,-49.25578803142557,14.0
510,-16.664733451791513,-49.21863494613727,3.0
511,-16.56435357744923,-49.34849190222239,9.0
512,-16.656399555099146,-49.25383483342786,12.0
513,-16.637776914558813,-49.26413030781482,11.0
514,-16.658593829144927,-49.28488615284688,7.0
515,-16.687024754270773,-49.19066983450178,9.0
516,-16.6080816855488,-49.2857193938193,14.0
517,-16.63854026695257,-49.25305911272001,7.0
518,-16.65924393644989,-49.19692494793106,5.0
519,-16.581011742508476,-49.13715117917254,9.0
520,-16.688536279420525,-49.26706960665767,12.0
521,-16.699025213467948,-49.18576795827892,9.0
522,-16.552402475369565,-49.307211375122016,7.0
523,-16.62439746885878,-49.28669452284112,4.0
524,-16.654761352365178,-49.23177071529493,5.0
525,-16.622017685606682,-49.27093566680957,15.0
526,-16.65110390284213,-49.19109563104485,3.0
527,-16.628297792707524,-49.32099576956299,9.0
528,-16.714854252834257,-49.23902049240319,8.0
529,-16.669367118749246,-49.2130377085812,1.0
530,-16.726354534002983,-49.23881658434088,5.0
531,-16.638031803288857,-49.22262934767689,8.0
532,-16.634775120018,-49.28676792271911,13.0
533,-16.61344913840258,-49.27593611854575,15.0
534,-16.599080453829306,-49.3238598163295,7.0
535,-16.68496219633574,-49.16296016709408,9.0
536,-16.622502767690616,-49.25944594621558,8.0
537,-16.621333456814398,-49.21461363878871,13.0
538,-16.65130471152482,-49.271977141031,2.0
539,-16.63214993692452,-49.2806415815652,9.0
540,-16.674138831047745,-49.19871971534469,5.0
541,-16.732278148582843,-49.29648287710474,10.0
542,-16.675553847147647,-49.28308956000074,10.0
543,-16.75823118635889,-49.36261553472601,1.0
544,-16.61577405322742,-49.27057429861615,11.0
545,-16.649178774219813,-49.29732836048005,9.0
546,-16.70180445775907,-49.26039666237428,14.0
547,-16.627214353509245,-49.290684818145685,3.0
548,-16.68268097681124,-49.35328875913089,9.0
549,-16.69606728538187,-49.22419864384744,1.0
550,-16.66720079133867,-49.28657467006177,8.0
551,-16.675086820149314,-49.28484501822897,1.0
552,-16.76398211377952,-49.30838194007973,9.0
553,-16.691208120644305,-49.24916502848935,5.0
554,-16.607585655398566,-49.21687308648517,7.0
555,-16.66710423746261,-49.31278923146952,4.0
556,-16.594599667065722,-49.27262441447132,15.0
557,-16.753947782376997,-49.32815590036343,7.0
558,-16.647441597679133,-49.34732572309545,14.0
559,-16.699627521488505,-49.21658979982011,10.0
560,-16.66131986501639,-49.20108196017589,8.0
561,-16.623942044606313,-49.26544834202939,7.0
562,-16.56743568937178,-49.33513236543637,12.0
563,-16.763179038795858,-49.23918371956035,5.0
564,-16.59174938609184,-49.37738204563962,6.0
565,-16.639808988213105,-49.367756180353815,4.0
566,-16.676162414049312,-49.25536199740867,8.0
567,-16.614717817998795,-49.27334905411493,13.0
568,-16.551930431015336,-49.30989872716564,4.0
569,-16.650554950033623,-49.2492408160664,12.0
570,-16.680431130653208,-49.27485494210317,6.0
571,-16.618737266377366,-49.293939625533,2.0
572,-16.64688732595408,-49.18669841337,2.0
573,-16.627744635255947,-49.19488261215989,8.0
574,-16.63765108239242,-49.16867391587648,4.0
575,-16.712223598416653,-49.23094213061437,10.0
576,-16.573271976502543,-49.3158924220546,4.0
577,-16.63953537860855,-49.34628198814192,6.0
578,-16.638121400595825,-49.3110873247532,11.0
579,-16.65057874862736,-49.25780679641628,15.0
580,-16.61116181293807,-49.291875460698805,9.0
581,-16.67791306168782,-49.173649350802776,9.0
